district,state,latitude,longitude,crimeType,severity,year,timeOfDay,caseCount,source
Morbi,Gujarat,22.627245,70.973101,DOWRY_DEATH,HIGH,2014,NIGHT,1,synthetic
Morbi,Gujarat,21.853079,70.774133,ASSAULT_ON_WOMEN,MEDIUM,2014,NIGHT,1,synthetic
Morbi,Gujarat,22.226255,71.166671,INSULT_TO_MODESTY,MEDIUM,2014,EVENING,1,synthetic
Morbi,Gujarat,22.600106,70.808598,CRUELTY_BY_HUSBAND,MEDIUM,2014,EVENING,1,synthetic
Narmada,Gujarat,22.066977,70.801262,RAPE,HIGH,2014,NIGHT,1,synthetic
Narmada,Gujarat,22.727345,70.767069,KIDNAPPING_ABDUCTION,HIGH,2014,EVENING,1,synthetic
Narmada,Gujarat,22.215425,70.937303,ASSAULT_ON_WOMEN,MEDIUM,2014,EVENING,1,synthetic
Narmada,Gujarat,22.588736,70.570678,CRUELTY_BY_HUSBAND,MEDIUM,2014,NIGHT,1,synthetic
Navsari,Gujarat,22.202206,70.583177,RAPE,HIGH,2014,NIGHT,1,synthetic
Navsari,Gujarat,22.145194,71.213796,KIDNAPPING_ABDUCTION,HIGH,2014,EVENING,1,synthetic
Navsari,Gujarat,22.589889,71.315662,ASSAULT_ON_WOMEN,MEDIUM,2014,NIGHT,1,synthetic
Navsari,Gujarat,22.986144,71.248533,CRUELTY_BY_HUSBAND,MEDIUM,2014,NIGHT,1,synthetic
Panchmahal,Gujarat,22.228043,71.610556,RAPE,HIGH,2014,EVENING,1,synthetic
Panchmahal,Gujarat,22.20811,71.302175,KIDNAPPING_ABDUCTION,HIGH,2014,EVENING,1,synthetic
Panchmahal,Gujarat,22.377154,71.461598,ASSAULT_ON_WOMEN,MEDIUM,2014,AFTERNOON,1,synthetic
Panchmahal,Gujarat,22.538511,71.431436,CRUELTY_BY_HUSBAND,MEDIUM,2014,NIGHT,1,synthetic
Patan,Gujarat,22.050872,71.402787,RAPE,HIGH,2014,EVENING,1,synthetic
Patan,Gujarat,22.231667,71.229899,KIDNAPPING_ABDUCTION,HIGH,2014,NIGHT,1,synthetic
Patan,Gujarat,22.055167,71.33626,DOWRY_DEATH,HIGH,2014,NIGHT,1,synthetic
Patan,Gujarat,21.775252,71.165367,ASSAULT_ON_WOMEN,MEDIUM,2014,EVENING,1,synthetic
Patan,Gujarat,22.266055,71.015768,CRUELTY_BY_HUSBAND,MEDIUM,2014,EVENING,1,synthetic
Porbandar,Gujarat,22.827872,71.603128,RAPE,HIGH,2014,NIGHT,1,synthetic
Porbandar,Gujarat,22.345304,70.970825,KIDNAPPING_ABDUCTION,HIGH,2014,NIGHT,1,synthetic
Porbandar,Gujarat,22.262988,71.513882,DOWRY_DEATH,HIGH,2014,AFTERNOON,1,synthetic
Porbandar,Gujarat,21.973432,71.043468,ASSAULT_ON_WOMEN,MEDIUM,2014,NIGHT,1,synthetic
Porbandar,Gujarat,22.037172,71.796676,INSULT_TO_MODESTY,MEDIUM,2014,NIGHT,1,synthetic
Porbandar,Gujarat,22.16149,70.805094,CRUELTY_BY_HUSBAND,MEDIUM,2014,NIGHT,1,synthetic
Rajkot City,Gujarat,22.377285,70.826119,RAPE,HIGH,2014,MORNING,1,synthetic
Rajkot City,Gujarat,22.045843,70.642884,KIDNAPPING_ABDUCTION,HIGH,2014,EVENING,1,synthetic
Rajkot City,Gujarat,22.181786,70.828721,ASSAULT_ON_WOMEN,MEDIUM,2014,EVENING,1,synthetic
Rajkot City,Gujarat,22.323833,70.930007,INSULT_TO_MODESTY,MEDIUM,2014,EVENING,1,synthetic
Rajkot City,Gujarat,22.301023,70.887769,CRUELTY_BY_HUSBAND,MEDIUM,2014,EVENING,1,synthetic
Rajkot Rural,Gujarat,22.133478,70.812541,RAPE,HIGH,2014,NIGHT,1,synthetic
Rajkot Rural,Gujarat,22.444259,70.938615,KIDNAPPING_ABDUCTION,HIGH,2014,NIGHT,1,synthetic
Rajkot Rural,Gujarat,22.442034,70.792355,DOWRY_DEATH,HIGH,2014,EVENING,1,synthetic
Rajkot Rural,Gujarat,22.329068,70.760114,ASSAULT_ON_WOMEN,MEDIUM,2014,NIGHT,1,synthetic
Rajkot Rural,Gujarat,22.419641,70.761891,INSULT_TO_MODESTY,MEDIUM,2014,NIGHT,1,synthetic
Rajkot Rural,Gujarat,22.064863,70.79202,CRUELTY_BY_HUSBAND,MEDIUM,2014,AFTERNOON,1,synthetic
Sabarkantha,Gujarat,22.55609,71.208148,RAPE,HIGH,2014,EVENING,1,synthetic
Sabarkantha,Gujarat,22.208241,71.103835,KIDNAPPING_ABDUCTION,HIGH,2014,EVENING,1,synthetic
Sabarkantha,Gujarat,22.717651,71.135118,ASSAULT_ON_WOMEN,MEDIUM,2014,NIGHT,1,synthetic
Sabarkantha,Gujarat,22.407026,70.590762,INSULT_TO_MODESTY,MEDIUM,2014,EVENING,1,synthetic
Sabarkantha,Gujarat,22.409838,71.381618,CRUELTY_BY_HUSBAND,MEDIUM,2014,EVENING,1,synthetic
Surat City,Gujarat,21.167995,72.798078,RAPE,HIGH,2014,NIGHT,1,synthetic
Surat City,Gujarat,21.301686,72.800237,KIDNAPPING_ABDUCTION,HIGH,2014,NIGHT,1,synthetic
Surat City,Gujarat,21.282565,72.748436,DOWRY_DEATH,HIGH,2014,NIGHT,1,synthetic
Surat City,Gujarat,21.221056,72.977516,ASSAULT_ON_WOMEN,MEDIUM,2014,AFTERNOON,1,synthetic
Surat City,Gujarat,21.243283,72.806322,CRUELTY_BY_HUSBAND,MEDIUM,2014,NIGHT,1,synthetic
Surat Rural,Gujarat,21.038826,72.930688,RAPE,HIGH,2014,NIGHT,1,synthetic
Surat Rural,Gujarat,21.064671,72.997621,KIDNAPPING_ABDUCTION,HIGH,2014,EVENING,1,synthetic
Surat Rural,Gujarat,21.131701,72.785011,ASSAULT_ON_WOMEN,MEDIUM,2014,AFTERNOON,1,synthetic
Surat Rural,Gujarat,21.125222,72.838073,CRUELTY_BY_HUSBAND,MEDIUM,2014,NIGHT,1,synthetic
Surendranagar,Gujarat,22.470566,71.311569,RAPE,HIGH,2014,NIGHT,1,synthetic
Surendranagar,Gujarat,22.637299,71.51153,KIDNAPPING_ABDUCTION,HIGH,2014,MORNING,1,synthetic
Surendranagar,Gujarat,21.897679,70.971487,ASSAULT_ON_WOMEN,MEDIUM,2014,NIGHT,1,synthetic
Surendranagar,Gujarat,22.294158,70.855197,CRUELTY_BY_HUSBAND,MEDIUM,2014,NIGHT,1,synthetic
Tapi,Gujarat,22.41918,70.716574,RAPE,HIGH,2014,EVENING,1,synthetic
Tapi,Gujarat,22.28241,71.439947,KIDNAPPING_ABDUCTION,HIGH,2014,NIGHT,1,synthetic
Tapi,Gujarat,21.827737,71.437217,ASSAULT_ON_WOMEN,MEDIUM,2014,AFTERNOON,1,synthetic
Tapi,Gujarat,21.851772,71.456645,INSULT_TO_MODESTY,MEDIUM,2014,NIGHT,1,synthetic
Tapi,Gujarat,22.260927,71.129435,CRUELTY_BY_HUSBAND,MEDIUM,2014,NIGHT,1,synthetic
Vadodara City,Gujarat,22.573042,73.349853,RAPE,HIGH,2014,NIGHT,1,synthetic
Vadodara City,Gujarat,22.242262,73.27666,KIDNAPPING_ABDUCTION,HIGH,2014,EVENING,1,synthetic
Vadodara City,Gujarat,22.284496,73.162659,DOWRY_DEATH,HIGH,2014,AFTERNOON,1,synthetic
Vadodara City,Gujarat,22.3373,73.168494,ASSAULT_ON_WOMEN,MEDIUM,2014,NIGHT,1,synthetic
Vadodara City,Gujarat,22.499137,73.028707,INSULT_TO_MODESTY,MEDIUM,2014,AFTERNOON,1,synthetic
Vadodara City,Gujarat,22.292343,73.11656,CRUELTY_BY_HUSBAND,MEDIUM,2014,MORNING,1,synthetic
Vadodara Rural,Gujarat,22.252642,73.184226,RAPE,HIGH,2014,MORNING,1,synthetic
Vadodara Rural,Gujarat,22.472285,73.108647,KIDNAPPING_ABDUCTION,HIGH,2014,NIGHT,1,synthetic
Vadodara Rural,Gujarat,22.115864,73.075307,ASSAULT_ON_WOMEN,MEDIUM,2014,NIGHT,1,synthetic
Vadodara Rural,Gujarat,22.064671,73.061862,INSULT_TO_MODESTY,MEDIUM,2014,NIGHT,1,synthetic
Vadodara Rural,Gujarat,22.274596,73.39789,CRUELTY_BY_HUSBAND,MEDIUM,2014,NIGHT,1,synthetic
Valsad,Gujarat,22.59179,71.036291,RAPE,HIGH,2014,EVENING,1,synthetic
Valsad,Gujarat,21.603736,71.055077,KIDNAPPING_ABDUCTION,HIGH,2014,MORNING,1,synthetic
Valsad,Gujarat,22.206991,71.408782,ASSAULT_ON_WOMEN,MEDIUM,2014,NIGHT,1,synthetic
Valsad,Gujarat,21.720623,70.890926,CRUELTY_BY_HUSBAND,MEDIUM,2014,EVENING,1,synthetic
W.Rly Ahmedabad,Gujarat,23.156264,72.488405,ASSAULT_ON_WOMEN,MEDIUM,2014,EVENING,1,synthetic
W.Rly Ahmedabad,Gujarat,22.937223,72.534085,CRUELTY_BY_HUSBAND,MEDIUM,2014,EVENING,1,synthetic
W.Rly Vadodara,Gujarat,22.221989,73.273078,KIDNAPPING_ABDUCTION,HIGH,2014,NIGHT,1,synthetic
W.Rly Vadodara,Gujarat,22.341162,73.326546,ASSAULT_ON_WOMEN,MEDIUM,2014,AFTERNOON,1,synthetic
W.Rly Vadodara,Gujarat,22.239159,73.246118,INSULT_TO_MODESTY,MEDIUM,2014,EVENING,1,synthetic
Total District(S),Gujarat,22.626852,71.716202,RAPE,HIGH,2014,NIGHT,1,synthetic
Total District(S),Gujarat,21.901102,70.777586,KIDNAPPING_ABDUCTION,HIGH,2014,EVENING,1,synthetic
Total District(S),Gujarat,22.408025,71.73863,DOWRY_DEATH,HIGH,2014,NIGHT,1,synthetic
Total District(S),Gujarat,22.129818,71.428657,ASSAULT_ON_WOMEN,MEDIUM,2014,NIGHT,1,synthetic
Total District(S),Gujarat,22.277894,71.313899,INSULT_TO_MODESTY,MEDIUM,2014,NIGHT,1,synthetic
Total District(S),Gujarat,22.244081,71.173813,CRUELTY_BY_HUSBAND,MEDIUM,2014,EVENING,1,synthetic
Ambala (Rural),Haryana,30.271643,76.552738,RAPE,HIGH,2014,EVENING,1,synthetic
Ambala (Rural),Haryana,30.37655,76.8371,KIDNAPPING_ABDUCTION,HIGH,2014,NIGHT,1,synthetic
Ambala (Rural),Haryana,30.379309,76.824316,DOWRY_DEATH,HIGH,2014,EVENING,1,synthetic
Ambala (Rural),Haryana,30.404413,76.879202,ASSAULT_ON_WOMEN,MEDIUM,2014,MORNING,1,synthetic
Ambala (Rural),Haryana,30.403275,76.782708,CRUELTY_BY_HUSBAND,MEDIUM,2014,EVENING,1,synthetic
Ambala (Urban),Haryana,30.491577,76.935265,RAPE,HIGH,2014,AFTERNOON,1,synthetic
Ambala (Urban),Haryana,30.484743,76.95853,KIDNAPPING_ABDUCTION,HIGH,2014,EVENING,1,synthetic
Ambala (Urban),Haryana,30.445988,76.791877,DOWRY_DEATH,HIGH,2014,NIGHT,1,synthetic
Ambala (Urban),Haryana,30.336318,76.883957,ASSAULT_ON_WOMEN,MEDIUM,2014,NIGHT,1,synthetic
Ambala (Urban),Haryana,30.559205,76.766139,INSULT_TO_MODESTY,MEDIUM,2014,EVENING,1,synthetic
Ambala (Urban),Haryana,30.376553,76.577768,CRUELTY_BY_HUSBAND,MEDIUM,2014,EVENING,1,synthetic
Bhiwani,Haryana,29.256824,75.59123,RAPE,HIGH,2014,NIGHT,1,synthetic
Bhiwani,Haryana,29.166104,75.632858,KIDNAPPING_ABDUCTION,HIGH,2014,NIGHT,1,synthetic
Bhiwani,Haryana,29.068614,76.380461,DOWRY_DEATH,HIGH,2014,NIGHT,1,synthetic
Bhiwani,Haryana,29.046551,76.257416,ASSAULT_ON_WOMEN,MEDIUM,2014,AFTERNOON,1,synthetic
Bhiwani,Haryana,29.066729,75.618849,INSULT_TO_MODESTY,MEDIUM,2014,MORNING,1,synthetic
Bhiwani,Haryana,28.826547,75.830799,CRUELTY_BY_HUSBAND,MEDIUM,2014,MORNING,1,synthetic
Faridabad,Haryana,28.408487,77.198338,RAPE,HIGH,2014,EVENING,1,synthetic
Faridabad,Haryana,28.421775,77.141233,KIDNAPPING_ABDUCTION,HIGH,2014,AFTERNOON,1,synthetic
Faridabad,Haryana,28.179946,77.262338,DOWRY_DEATH,HIGH,2014,NIGHT,1,synthetic
Faridabad,Haryana,28.396375,77.310669,ASSAULT_ON_WOMEN,MEDIUM,2014,EVENING,1,synthetic
Faridabad,Haryana,28.538307,77.357737,INSULT_TO_MODESTY,MEDIUM,2014,NIGHT,1,synthetic
Faridabad,Haryana,28.325016,77.320908,CRUELTY_BY_HUSBAND,MEDIUM,2014,EVENING,1,synthetic
Fatehabad,Haryana,28.85259,76.257315,RAPE,HIGH,2014,EVENING,1,synthetic
Fatehabad,Haryana,29.187974,76.181542,KIDNAPPING_ABDUCTION,HIGH,2014,NIGHT,1,synthetic
Fatehabad,Haryana,28.780867,76.270488,DOWRY_DEATH,HIGH,2014,NIGHT,1,synthetic
Fatehabad,Haryana,29.145172,76.365824,ASSAULT_ON_WOMEN,MEDIUM,2014,AFTERNOON,1,synthetic
Fatehabad,Haryana,28.653608,75.545162,INSULT_TO_MODESTY,MEDIUM,2014,NIGHT,1,synthetic
Fatehabad,Haryana,29.017279,76.45069,CRUELTY_BY_HUSBAND,MEDIUM,2014,MORNING,1,synthetic
G. R. P.,Haryana,29.41958,75.625367,RAPE,HIGH,2014,NIGHT,1,synthetic
G. R. P.,Haryana,29.137149,75.785942,KIDNAPPING_ABDUCTION,HIGH,2014,EVENING,1,synthetic
G. R. P.,Haryana,28.959868,76.485673,DOWRY_DEATH,HIGH,2014,NIGHT,1,synthetic
G. R. P.,Haryana,29.598291,75.972713,ASSAULT_ON_WOMEN,MEDIUM,2014,AFTERNOON,1,synthetic
G. R. P.,Haryana,29.132465,76.238911,INSULT_TO_MODESTY,MEDIUM,2014,EVENING,1,synthetic
Gurgaon,Haryana,28.512718,76.936849,RAPE,HIGH,2014,NIGHT,1,synthetic
Gurgaon,Haryana,28.576713,76.959379,KIDNAPPING_ABDUCTION,HIGH,2014,EVENING,1,synthetic
Gurgaon,Haryana,28.323663,77.017416,DOWRY_DEATH,HIGH,2014,EVENING,1,synthetic
Gurgaon,Haryana,28.555493,76.920062,ASSAULT_ON_WOMEN,MEDIUM,2014,EVENING,1,synthetic
Gurgaon,Haryana,28.584234,77.062874,INSULT_TO_MODESTY,MEDIUM,2014,EVENING,1,synthetic
Gurgaon,Haryana,28.570167,76.825859,CRUELTY_BY_HUSBAND,MEDIUM,2014,NIGHT,1,synthetic
Hissar,Haryana,29.425924,76.492442,RAPE,HIGH,2014,NIGHT,1,synthetic
Hissar,Haryana,29.426542,76.403539,KIDNAPPING_ABDUCTION,HIGH,2014,EVENING,1,synthetic
Hissar,Haryana,29.576029,76.444004,DOWRY_DEATH,HIGH,2014,NIGHT,1,synthetic
Hissar,Haryana,29.425861,75.966469,ASSAULT_ON_WOMEN,MEDIUM,2014,AFTERNOON,1,synthetic
Hissar,Haryana,28.396126,75.906312,INSULT_TO_MODESTY,MEDIUM,2014,NIGHT,1,synthetic
Hissar,Haryana,29.15982,75.916654,CRUELTY_BY_HUSBAND,MEDIUM,2014,NIGHT,1,synthetic
Jhajjar,Haryana,28.970274,76.275243,RAPE,HIGH,2014,NIGHT,1,synthetic
Jhajjar,Haryana,29.024294,76.413269,KIDNAPPING_ABDUCTION,HIGH,2014,NIGHT,1,synthetic
Jhajjar,Haryana,29.280233,75.771078,DOWRY_DEATH,HIGH,2014,MORNING,1,synthetic
Jhajjar,Haryana,28.457911,75.920564,ASSAULT_ON_WOMEN,MEDIUM,2014,MORNING,1,synthetic
Jhajjar,Haryana,28.616192,76.76445,INSULT_TO_MODESTY,MEDIUM,2014,AFTERNOON,1,synthetic
Jhajjar,Haryana,28.743812,75.71608,CRUELTY_BY_HUSBAND,MEDIUM,2014,EVENING,1,synthetic
Jind,Haryana,29.173679,76.225329,RAPE,HIGH,2014,MORNING,1,synthetic
Jind,Haryana,29.646291,76.040951,KIDNAPPING_ABDUCTION,HIGH,2014,EVENING,1,synthetic
Jind,Haryana,29.534194,76.703683,DOWRY_DEATH,HIGH,2014,AFTERNOON,1,synthetic
Jind,Haryana,29.329077,76.169119,ASSAULT_ON_WOMEN,MEDIUM,2014,NIGHT,1,synthetic
Jind,Haryana,29.444502,76.522892,CRUELTY_BY_HUSBAND,MEDIUM,2014,NIGHT,1,synthetic
Kaithal,Haryana,28.511046,75.975875,RAPE,HIGH,2014,NIGHT,1,synthetic
Kaithal,Haryana,29.321594,76.145409,KIDNAPPING_ABDUCTION,HIGH,2014,EVENING,1,synthetic
Kaithal,Haryana,28.694868,75.704676,DOWRY_DEATH,HIGH,2014,NIGHT,1,synthetic
Kaithal,Haryana,28.534419,76.407572,ASSAULT_ON_WOMEN,MEDIUM,2014,NIGHT,1,synthetic
Kaithal,Haryana,29.165479,76.473328,CRUELTY_BY_HUSBAND,MEDIUM,2014,NIGHT,1,synthetic
Karnal,Haryana,28.504159,75.470053,RAPE,HIGH,2014,AFTERNOON,1,synthetic
Karnal,Haryana,29.193688,76.012668,KIDNAPPING_ABDUCTION,HIGH,2014,AFTERNOON,1,synthetic
Karnal,Haryana,28.905834,75.979555,DOWRY_DEATH,HIGH,2014,NIGHT,1,synthetic
Karnal,Haryana,29.292964,76.06875,ASSAULT_ON_WOMEN,MEDIUM,2014,NIGHT,1,synthetic
Karnal,Haryana,29.071413,76.586415,INSULT_TO_MODESTY,MEDIUM,2014,EVENING,1,synthetic
Karnal,Haryana,29.1832,75.921091,CRUELTY_BY_HUSBAND,MEDIUM,2014,AFTERNOON,1,synthetic
Kurukshetra,Haryana,28.661653,75.926882,RAPE,HIGH,2014,AFTERNOON,1,synthetic
Kurukshetra,Haryana,28.716712,75.870457,KIDNAPPING_ABDUCTION,HIGH,2014,NIGHT,1,synthetic
Kurukshetra,Haryana,28.926649,76.122746,DOWRY_DEATH,HIGH,2014,NIGHT,1,synthetic
Kurukshetra,Haryana,28.90116,76.212007,ASSAULT_ON_WOMEN,MEDIUM,2014,NIGHT,1,synthetic
Kurukshetra,Haryana,28.946812,76.449203,INSULT_TO_MODESTY,MEDIUM,2014,NIGHT,1,synthetic
Kurukshetra,Haryana,29.316458,76.575741,CRUELTY_BY_HUSBAND,MEDIUM,2014,NIGHT,1,synthetic
Mahendergarh,Haryana,29.463551,75.817408,RAPE,HIGH,2014,MORNING,1,synthetic
Mahendergarh,Haryana,29.652828,76.095624,KIDNAPPING_ABDUCTION,HIGH,2014,EVENING,1,synthetic
Mahendergarh,Haryana,28.486089,75.902638,DOWRY_DEATH,HIGH,2014,NIGHT,1,synthetic
Mahendergarh,Haryana,29.462499,76.45614,ASSAULT_ON_WOMEN,MEDIUM,2014,NIGHT,1,synthetic
Mahendergarh,Haryana,29.32371,75.796778,INSULT_TO_MODESTY,MEDIUM,2014,AFTERNOON,1,synthetic
Mahendergarh,Haryana,29.608661,76.457671,CRUELTY_BY_HUSBAND,MEDIUM,2014,MORNING,1,synthetic
Mewat,Haryana,28.480962,76.393304,RAPE,HIGH,2014,NIGHT,1,synthetic
Mewat,Haryana,28.473826,75.854411,KIDNAPPING_ABDUCTION,HIGH,2014,MORNING,1,synthetic
Mewat,Haryana,29.657349,76.413347,DOWRY_DEATH,HIGH,2014,AFTERNOON,1,synthetic
Mewat,Haryana,28.699162,76.055895,ASSAULT_ON_WOMEN,MEDIUM,2014,EVENING,1,synthetic
Mewat,Haryana,29.511617,76.186755,INSULT_TO_MODESTY,MEDIUM,2014,NIGHT,1,synthetic
Mewat,Haryana,28.91162,75.824812,CRUELTY_BY_HUSBAND,MEDIUM,2014,EVENING,1,synthetic
Palwal,Haryana,29.186875,76.063175,RAPE,HIGH,2014,EVENING,1,synthetic
Palwal,Haryana,29.205725,75.717085,KIDNAPPING_ABDUCTION,HIGH,2014,NIGHT,1,synthetic
Palwal,Haryana,28.869494,76.216303,DOWRY_DEATH,HIGH,2014,NIGHT,1,synthetic
Palwal,Haryana,28.881592,76.483304,ASSAULT_ON_WOMEN,MEDIUM,2014,NIGHT,1,synthetic
Palwal,Haryana,29.349506,75.902415,CRUELTY_BY_HUSBAND,MEDIUM,2014,EVENING,1,synthetic
Panchkula,Haryana,29.484326,76.349602,RAPE,HIGH,2014,EVENING,1,synthetic
Panchkula,Haryana,29.29557,76.120908,KIDNAPPING_ABDUCTION,HIGH,2014,EVENING,1,synthetic
Panchkula,Haryana,28.512166,76.35686,DOWRY_DEATH,HIGH,2014,NIGHT,1,synthetic
Panchkula,Haryana,28.798984,76.382948,ASSAULT_ON_WOMEN,MEDIUM,2014,MORNING,1,synthetic
Panchkula,Haryana,28.871137,76.001284,INSULT_TO_MODESTY,MEDIUM,2014,AFTERNOON,1,synthetic
Panchkula,Haryana,29.355226,76.559871,CRUELTY_BY_HUSBAND,MEDIUM,2014,NIGHT,1,synthetic
Panipat,Haryana,29.408044,76.888502,RAPE,HIGH,2014,NIGHT,1,synthetic
Panipat,Haryana,29.546616,76.928922,KIDNAPPING_ABDUCTION,HIGH,2014,EVENING,1,synthetic
Panipat,Haryana,29.340354,76.942028,DOWRY_DEATH,HIGH,2014,AFTERNOON,1,synthetic
Panipat,Haryana,29.427705,76.925694,ASSAULT_ON_WOMEN,MEDIUM,2014,EVENING,1,synthetic
Panipat,Haryana,29.597046,76.991063,CRUELTY_BY_HUSBAND,MEDIUM,2014,NIGHT,1,synthetic
Rewari,Haryana,24.753309,81.362055,RAPE,HIGH,2014,MORNING,1,synthetic
Rewari,Haryana,24.493771,81.184232,KIDNAPPING_ABDUCTION,HIGH,2014,EVENING,1,synthetic
Rewari,Haryana,24.669822,81.110912,DOWRY_DEATH,HIGH,2014,NIGHT,1,synthetic
Rewari,Haryana,24.591594,81.305369,ASSAULT_ON_WOMEN,MEDIUM,2014,EVENING,1,synthetic
Rewari,Haryana,24.409135,81.286608,INSULT_TO_MODESTY,MEDIUM,2014,NIGHT,1,synthetic
Rewari,Haryana,24.565186,81.296167,CRUELTY_BY_HUSBAND,MEDIUM,2014,EVENING,1,synthetic
Rohtak,Haryana,28.810569,76.450817,RAPE,HIGH,2014,EVENING,1,synthetic
Rohtak,Haryana,28.746618,76.530373,KIDNAPPING_ABDUCTION,HIGH,2014,EVENING,1,synthetic
Rohtak,Haryana,28.960243,76.735761,DOWRY_DEATH,HIGH,2014,NIGHT,1,synthetic
Rohtak,Haryana,28.984536,76.484697,ASSAULT_ON_WOMEN,MEDIUM,2014,AFTERNOON,1,synthetic
Rohtak,Haryana,29.1008,76.615984,CRUELTY_BY_HUSBAND,MEDIUM,2014,NIGHT,1,synthetic
Sirsa,Haryana,28.98735,75.98581,RAPE,HIGH,2014,EVENING,1,synthetic
Sirsa,Haryana,29.031798,76.633406,KIDNAPPING_ABDUCTION,HIGH,2014,EVENING,1,synthetic
Sirsa,Haryana,29.556282,76.221467,DOWRY_DEATH,HIGH,2014,NIGHT,1,synthetic
Sirsa,Haryana,28.939502,76.185273,ASSAULT_ON_WOMEN,MEDIUM,2014,NIGHT,1,synthetic
Sirsa,Haryana,29.531743,75.584878,INSULT_TO_MODESTY,MEDIUM,2014,NIGHT,1,synthetic
Sirsa,Haryana,29.339082,75.656953,CRUELTY_BY_HUSBAND,MEDIUM,2014,NIGHT,1,synthetic
Sonipat,Haryana,28.959806,75.756747,RAPE,HIGH,2014,MORNING,1,synthetic
Sonipat,Haryana,29.603326,75.79876,KIDNAPPING_ABDUCTION,HIGH,2014,MORNING,1,synthetic
Sonipat,Haryana,29.000841,76.719757,DOWRY_DEATH,HIGH,2014,NIGHT,1,synthetic
Sonipat,Haryana,29.297492,75.892248,ASSAULT_ON_WOMEN,MEDIUM,2014,NIGHT,1,synthetic
Sonipat,Haryana,29.089127,76.649146,INSULT_TO_MODESTY,MEDIUM,2014,NIGHT,1,synthetic
Sonipat,Haryana,28.885931,75.622975,CRUELTY_BY_HUSBAND,MEDIUM,2014,EVENING,1,synthetic
Yamunanagar,Haryana,28.85381,75.761981,RAPE,HIGH,2014,EVENING,1,synthetic
Yamunanagar,Haryana,29.377716,76.242767,KIDNAPPING_ABDUCTION,HIGH,2014,AFTERNOON,1,synthetic
Yamunanagar,Haryana,29.670028,75.841639,DOWRY_DEATH,HIGH,2014,NIGHT,1,synthetic
Yamunanagar,Haryana,29.318238,75.783734,ASSAULT_ON_WOMEN,MEDIUM,2014,EVENING,1,synthetic
Yamunanagar,Haryana,28.931309,76.173218,CRUELTY_BY_HUSBAND,MEDIUM,2014,EVENING,1,synthetic
Total District(S),Haryana,29.10173,76.04198,RAPE,HIGH,2014,MORNING,1,synthetic
Total District(S),Haryana,28.877543,76.257288,KIDNAPPING_ABDUCTION,HIGH,2014,NIGHT,1,synthetic
Total District(S),Haryana,28.979312,75.636377,DOWRY_DEATH,HIGH,2014,AFTERNOON,1,synthetic
Total District(S),Haryana,29.163708,75.881473,ASSAULT_ON_WOMEN,MEDIUM,2014,NIGHT,1,synthetic
Total District(S),Haryana,29.434864,75.766959,INSULT_TO_MODESTY,MEDIUM,2014,NIGHT,1,synthetic
Total District(S),Haryana,28.758884,76.167617,CRUELTY_BY_HUSBAND,MEDIUM,2014,AFTERNOON,1,synthetic
Baddi,Himachal Pradesh,20.78878,78.869061,RAPE,HIGH,2014,AFTERNOON,1,synthetic
Baddi,Himachal Pradesh,21.414028,78.932507,KIDNAPPING_ABDUCTION,HIGH,2014,NIGHT,1,synthetic
Baddi,Himachal Pradesh,19.98381,79.282148,ASSAULT_ON_WOMEN,MEDIUM,2014,NIGHT,1,synthetic
Baddi,Himachal Pradesh,21.541555,78.018065,INSULT_TO_MODESTY,MEDIUM,2014,NIGHT,1,synthetic
Baddi,Himachal Pradesh,20.080122,78.663298,CRUELTY_BY_HUSBAND,MEDIUM,2014,NIGHT,1,synthetic
Bilaspur,Himachal Pradesh,22.163737,82.363824,RAPE,HIGH,2014,AFTERNOON,1,synthetic
Bilaspur,Himachal Pradesh,21.884438,82.134961,KIDNAPPING_ABDUCTION,HIGH,2014,NIGHT,1,synthetic
Bilaspur,Himachal Pradesh,22.22833,82.021333,ASSAULT_ON_WOMEN,MEDIUM,2014,NIGHT,1,synthetic
Bilaspur,Himachal Pradesh,22.165436,81.84458,CRUELTY_BY_HUSBAND,MEDIUM,2014,MORNING,1,synthetic
Chamba,Himachal Pradesh,20.534795,79.864587,RAPE,HIGH,2014,NIGHT,1,synthetic
Chamba,Himachal Pradesh,20.626262,78.960208,KIDNAPPING_ABDUCTION,HIGH,2014,MORNING,1,synthetic
Chamba,Himachal Pradesh,20.579969,78.022443,ASSAULT_ON_WOMEN,MEDIUM,2014,NIGHT,1,synthetic
Chamba,Himachal Pradesh,20.563124,79.485867,INSULT_TO_MODESTY,MEDIUM,2014,EVENING,1,synthetic
Chamba,Himachal Pradesh,19.677898,78.94049,CRUELTY_BY_HUSBAND,MEDIUM,2014,AFTERNOON,1,synthetic
C. I. D.,Himachal Pradesh,20.374974,79.054158,RAPE,HIGH,2014,EVENING,1,synthetic
Hamirpur,Himachal Pradesh,19.985093,78.492648,RAPE,HIGH,2014,AFTERNOON,1,synthetic
Hamirpur,Himachal Pradesh,20.425304,78.734031,KIDNAPPING_ABDUCTION,HIGH,2014,AFTERNOON,1,synthetic
Hamirpur,Himachal Pradesh,21.38959,78.501605,ASSAULT_ON_WOMEN,MEDIUM,2014,NIGHT,1,synthetic
Hamirpur,Himachal Pradesh,21.264137,78.629126,INSULT_TO_MODESTY,MEDIUM,2014,NIGHT,1,synthetic
