latitude,longitude,gridResolution,riskScore,riskLevel,crimeDensity,nightCrimeRate,severityScore,crimeCount,year
16.2,79.795,0.005,100.0,CRITICAL,123.7873,1.0,60.76,2,
16.155,79.78,0.005,70.56,HIGH,29.7089,1.0,47.04,1,
16.15,79.755,0.005,50.4,MODERATE,29.7089,0.0,33.6,1,
16.255,79.685,0.005,20.16,SAFE,8.4883,1.0,13.44,1,
16.175,79.755,0.005,20.16,SAFE,8.4883,1.0,13.44,1,
16.13,79.725,0.005,20.16,SAFE,8.4883,1.0,13.44,1,
16.21,79.84,0.005,13.44,SAFE,5.6588,1.0,8.96,1,
16.16,79.73,0.005,13.44,SAFE,5.6588,1.0,8.96,1,
16.05,79.76,0.005,13.44,SAFE,5.6588,1.0,8.96,1,
15.945,79.77,0.005,13.44,SAFE,5.6588,1.0,8.96,1,
16.08,79.66,0.005,13.44,SAFE,5.6588,1.0,8.96,1,
15.97,79.7,0.005,77.28,HIGH,65.0767,1.0,51.52,1,
16.085,79.875,0.005,77.28,HIGH,65.0767,1.0,51.52,1,
16.13,79.73,0.005,77.28,HIGH,65.0767,1.0,51.52,1,
16.005,79.9,0.005,77.28,HIGH,65.0767,1.0,51.52,1,
16.17,79.88,0.005,77.28,HIGH,65.0767,1.0,51.52,1,
16.1,79.705,0.005,43.68,MODERATE,36.7825,1.0,29.12,1,
16.245,79.805,0.005,43.68,MODERATE,36.7825,1.0,29.12,1,
16.145,79.715,0.005,43.68,MODERATE,36.7825,1.0,29.12,1,
16.2,79.635,0.005,43.68,MODERATE,36.7825,1.0,29.12,1,
16.24,79.795,0.005,43.68,MODERATE,36.7825,1.0,29.12,1,
16.21,79.82,0.005,100.0,CRITICAL,157.033,1.0,124.32,1,
16.16,79.81,0.005,100.0,CRITICAL,157.033,1.0,124.32,1,
16.275,79.76,0.005,100.0,CRITICAL,157.033,1.0,124.32,1,
16.19,79.82,0.005,100.0,CRITICAL,157.033,1.0,124.32,1,
16.145,79.915,0.005,100.0,CRITICAL,157.033,1.0,124.32,1,
17.74,83.13,0.005,89.04,CRITICAL,37.4899,1.0,59.36,1,
17.735,83.34,0.005,89.04,CRITICAL,37.4899,1.0,59.36,1,
17.835,83.085,0.005,89.04,CRITICAL,37.4899,1.0,59.36,1,
17.74,83.27,0.005,89.04,CRITICAL,37.4899,1.0,59.36,1,
17.705,83.17,0.005,89.04,CRITICAL,37.4899,1.0,59.36,1,
17.7,83.275,0.005,40.32,MODERATE,16.9765,1.0,26.88,1,
17.705,83.03,0.005,40.32,MODERATE,16.9765,1.0,26.88,1,
17.66,83.215,0.005,28.8,SAFE,16.9765,0.0,19.2,1,
17.66,83.165,0.005,40.32,MODERATE,16.9765,1.0,26.88,1,
17.74,83.15,0.005,18.48,SAFE,7.7809,1.0,12.32,1,
17.685,83.35,0.005,13.2,SAFE,7.7809,0.0,8.8,1,
17.79,83.29,0.005,13.2,SAFE,7.7809,0.0,8.8,1,
17.715,83.35,0.005,18.48,SAFE,7.7809,1.0,12.32,1,
17.835,83.2,0.005,49.56,MODERATE,41.734,1.0,33.04,1,
17.69,83.375,0.005,49.56,MODERATE,41.734,1.0,33.04,1,
17.68,83.27,0.005,49.56,MODERATE,41.734,1.0,33.04,1,
17.71,83.11,0.005,35.4,MODERATE,41.734,0.0,23.6,1,
17.715,83.215,0.005,49.56,MODERATE,41.734,1.0,33.04,1,
17.665,83.215,0.005,43.68,MODERATE,36.7825,1.0,29.12,1,
17.735,83.28,0.005,43.68,MODERATE,36.7825,1.0,29.12,1,
17.575,83.15,0.005,43.68,MODERATE,36.7825,1.0,29.12,1,
17.565,83.155,0.005,43.68,MODERATE,36.7825,1.0,29.12,1,
17.705,83.395,0.005,43.68,MODERATE,36.7825,1.0,29.12,1,
17.725,83.1,0.005,100.0,CRITICAL,277.9909,0.0,157.2,1,
17.54,83.21,0.005,100.0,CRITICAL,277.9909,1.0,220.08,1,
17.665,83.36,0.005,100.0,CRITICAL,277.9909,1.0,220.08,1,
17.775,83.15,0.005,100.0,CRITICAL,277.9909,1.0,220.08,1,
17.755,83.335,0.005,100.0,CRITICAL,277.9909,1.0,220.08,1,
18.205,83.49,0.005,53.76,MODERATE,22.6354,1.0,35.84,1,
18.015,83.45,0.005,53.76,MODERATE,22.6354,1.0,35.84,1,
18.18,83.5,0.005,38.4,MODERATE,22.6354,0.0,25.6,1,
18.08,83.38,0.005,38.4,MODERATE,22.6354,0.0,25.6,1,
18.155,83.365,0.005,18.0,SAFE,10.6103,0.0,12.0,1,
18.205,83.28,0.005,25.2,SAFE,10.6103,1.0,16.8,1,
18.04,83.435,0.005,25.2,SAFE,10.6103,1.0,16.8,1,
18.035,83.49,0.005,25.2,SAFE,10.6103,1.0,16.8,1,
18.02,83.39,0.005,25.2,SAFE,10.6103,1.0,16.8,1,
18.28,83.46,0.005,23.52,SAFE,9.903,1.0,15.68,1,
18.115,83.34,0.005,23.52,SAFE,9.903,1.0,15.68,1,
17.815,83.26,0.005,23.52,SAFE,9.903,1.0,15.68,1,
18.1,83.355,0.005,16.8,SAFE,9.903,0.0,11.2,1,
18.155,83.425,0.005,100.0,CRITICAL,280.8203,1.0,115.08,2,
18.135,83.4,0.005,84.84,CRITICAL,71.4429,1.0,56.56,1,
18.145,83.355,0.005,84.84,CRITICAL,71.4429,1.0,56.56,1,
18.265,83.44,0.005,84.84,CRITICAL,71.4429,1.0,56.56,1,
18.07,83.4,0.005,84.84,CRITICAL,71.4429,1.0,56.56,1,
18.04,83.465,0.005,71.4,HIGH,60.1253,1.0,47.6,1,
18.185,83.35,0.005,51.0,MODERATE,60.1253,0.0,34.0,1,
18.12,83.415,0.005,71.4,HIGH,60.1253,1.0,47.6,1,
18.12,83.43,0.005,71.4,HIGH,60.1253,1.0,47.6,1,
18.175,83.36,0.005,71.4,HIGH,60.1253,1.0,47.6,1,
18.105,83.455,0.005,100.0,CRITICAL,220.695,1.0,174.72,1,
18.27,83.35,0.005,100.0,CRITICAL,220.695,1.0,174.72,1,
18.2,83.455,0.005,100.0,CRITICAL,220.695,1.0,174.72,1,
18.14,83.42,0.005,100.0,CRITICAL,220.695,1.0,174.72,1,
18.165,83.395,0.005,100.0,CRITICAL,293.5527,0.2482,91.24,2,
18.07,79.515,0.005,33.6,MODERATE,19.806,0.0,22.4,1,
18.16,79.57,0.005,33.6,MODERATE,19.806,0.0,22.4,1,
18.12,79.5,0.005,47.04,MODERATE,19.806,1.0,31.36,1,
18.055,79.57,0.005,47.04,MODERATE,19.806,1.0,31.36,1,
18.08,79.66,0.005,65.52,HIGH,27.5869,1.0,43.68,1,
17.775,79.51,0.005,65.52,HIGH,27.5869,1.0,43.68,1,
18.04,79.595,0.005,65.52,HIGH,27.5869,1.0,43.68,1,
18.025,79.485,0.005,65.52,HIGH,27.5869,1.0,43.68,1,
18.025,79.62,0.005,11.76,SAFE,4.9515,1.0,7.84,1,
18.065,79.545,0.005,11.76,SAFE,4.9515,1.0,7.84,1,
17.99,79.585,0.005,11.76,SAFE,4.9515,1.0,7.84,1,
18.065,79.72,0.005,11.76,SAFE,4.9515,1.0,7.84,1,
18.06,79.555,0.005,8.4,SAFE,4.9515,0.0,5.6,1,
17.885,79.485,0.005,82.32,CRITICAL,69.3209,1.0,54.88,1,
17.87,79.605,0.005,82.32,CRITICAL,69.3209,1.0,54.88,1,
18.04,79.52,0.005,82.32,CRITICAL,69.3209,1.0,54.88,1,
17.93,79.665,0.005,82.32,CRITICAL,69.3209,1.0,54.88,1,
18.015,79.705,0.005,82.32,CRITICAL,69.3209,1.0,54.88,1,
17.86,79.525,0.005,8.4,SAFE,7.0736,1.0,5.6,1,
17.86,79.65,0.005,28.8,SAFE,19.0986,0.3704,9.6,2,
17.945,79.505,0.005,8.4,SAFE,7.0736,1.0,5.6,1,
17.975,79.68,0.005,8.4,SAFE,7.0736,1.0,5.6,1,
17.895,79.505,0.005,8.4,SAFE,7.0736,1.0,5.6,1,
18.04,79.555,0.005,42.0,MODERATE,35.3678,1.0,28.0,1,
17.985,79.66,0.005,30.0,MODERATE,35.3678,0.0,20.0,1,
18.0,79.515,0.005,42.0,MODERATE,35.3678,1.0,28.0,1,
17.935,79.52,0.005,42.0,MODERATE,35.3678,1.0,28.0,1,
17.97,79.575,0.005,42.0,MODERATE,35.3678,1.0,28.0,1,
18.015,79.5,0.005,28.56,SAFE,12.0251,1.0,19.04,1,
17.955,79.6,0.005,28.56,SAFE,12.0251,1.0,19.04,1,
17.925,79.615,0.005,28.56,SAFE,12.0251,1.0,19.04,1,
17.905,79.53,0.005,20.4,SAFE,12.0251,0.0,13.6,1,
18.015,79.505,0.005,47.04,MODERATE,19.806,1.0,31.36,1,
17.985,79.515,0.005,33.6,MODERATE,19.806,0.0,22.4,1,
17.84,79.655,0.005,33.6,MODERATE,19.806,0.0,22.4,1,
18.06,79.685,0.005,47.04,MODERATE,19.806,1.0,31.36,1,
18.005,79.58,0.005,33.6,MODERATE,19.806,0.0,22.4,1,
18.11,79.475,0.005,14.4,SAFE,8.4883,0.0,9.6,1,
17.96,79.755,0.005,14.4,SAFE,8.4883,0.0,9.6,1,
17.985,79.56,0.005,20.16,SAFE,8.4883,1.0,13.44,1,
18.075,79.52,0.005,14.4,SAFE,8.4883,0.0,9.6,1,
17.815,79.575,0.005,42.0,MODERATE,35.3678,1.0,28.0,1,
18.035,79.465,0.005,75.6,HIGH,49.5149,1.0,25.2,2,
17.83,79.72,0.005,42.0,MODERATE,35.3678,1.0,28.0,1,
17.945,79.655,0.005,30.0,MODERATE,35.3678,0.0,20.0,1,
17.955,79.655,0.005,92.4,CRITICAL,56.5885,1.0,30.8,2,
17.96,79.6,0.005,21.0,SAFE,17.6839,1.0,14.0,1,
18.0,79.44,0.005,21.0,SAFE,17.6839,1.0,14.0,1,
17.93,79.65,0.005,21.0,SAFE,17.6839,1.0,14.0,1,
17.98,79.625,0.005,21.0,SAFE,17.6839,1.0,14.0,1,
17.965,79.8,0.005,15.0,SAFE,17.6839,0.0,10.0,1,
18.055,79.81,0.005,100.0,CRITICAL,291.4306,1.0,230.72,1,
17.99,79.55,0.005,100.0,CRITICAL,443.5121,0.0,125.4,2,
17.94,79.49,0.005,100.0,CRITICAL,291.4306,1.0,230.72,1,
18.06,79.62,0.005,100.0,CRITICAL,291.4306,1.0,230.72,1,
17.905,79.515,0.005,100.0,CRITICAL,291.4306,1.0,230.72,1,
15.96,80.0,0.005,100.0,CRITICAL,89.8342,1.0,142.24,1,
15.94,80.165,0.005,100.0,CRITICAL,89.8342,0.0,101.6,1,
15.85,80.125,0.005,100.0,CRITICAL,89.8342,1.0,142.24,1,
15.82,80.09,0.005,100.0,CRITICAL,89.8342,1.0,142.24,1,
15.975,79.935,0.005,100.0,CRITICAL,89.8342,1.0,142.24,1,
15.84,80.07,0.005,100.0,CRITICAL,86.2974,0.0,97.6,1,
15.86,80.045,0.005,100.0,CRITICAL,86.2974,1.0,136.64,1,
15.945,80.105,0.005,100.0,CRITICAL,86.2974,0.0,97.6,1,
15.87,80.03,0.005,100.0,CRITICAL,86.2974,0.0,97.6,1,
15.995,79.95,0.005,100.0,CRITICAL,86.2974,1.0,136.64,1,
15.9,79.95,0.005,43.68,MODERATE,18.3913,1.0,29.12,1,
15.865,79.975,0.005,43.68,MODERATE,18.3913,1.0,29.12,1,
15.875,80.005,0.005,43.68,MODERATE,18.3913,1.0,29.12,1,
15.965,80.14,0.005,31.2,MODERATE,18.3913,0.0,20.8,1,
16.005,79.905,0.005,100.0,CRITICAL,282.9424,1.0,224.0,1,
15.9,80.025,0.005,100.0,CRITICAL,446.3416,1.0,176.68,2,
16.02,80.07,0.005,100.0,CRITICAL,282.9424,1.0,224.0,1,
15.79,80.095,0.005,100.0,CRITICAL,282.9424,1.0,224.0,1,
15.92,79.945,0.005,100.0,CRITICAL,163.3992,1.0,129.36,1,
15.965,79.97,0.005,100.0,CRITICAL,163.3992,1.0,129.36,1,
16.04,79.97,0.005,100.0,CRITICAL,163.3992,1.0,129.36,1,
15.93,80.06,0.005,100.0,CRITICAL,163.3992,1.0,129.36,1,
16.045,80.03,0.005,100.0,CRITICAL,517.7845,1.0,409.92,1,
15.965,79.965,0.005,100.0,CRITICAL,517.7845,1.0,409.92,1,
15.98,79.905,0.005,100.0,CRITICAL,517.7845,1.0,409.92,1,
15.89,80.015,0.005,100.0,CRITICAL,517.7845,1.0,409.92,1,
15.755,80.075,0.005,100.0,CRITICAL,517.7845,1.0,409.92,1,
15.855,79.855,0.005,100.0,CRITICAL,963.4187,1.0,1525.44,1,
15.885,79.955,0.005,100.0,CRITICAL,963.4187,1.0,1525.44,1,
15.99,79.79,0.005,100.0,CRITICAL,963.4187,1.0,1525.44,1,
15.86,79.955,0.005,100.0,CRITICAL,963.4187,1.0,1525.44,1,
16.025,79.84,0.005,100.0,CRITICAL,963.4187,1.0,1525.44,1,
16.02,80.095,0.005,100.0,CRITICAL,1082.9619,0.0,1224.8,1,
15.89,79.91,0.005,100.0,CRITICAL,1082.9619,0.0,1224.8,1,
15.99,79.875,0.005,100.0,CRITICAL,1082.9619,1.0,1714.72,1,
15.985,79.915,0.005,100.0,CRITICAL,1082.9619,0.0,1224.8,1,
16.04,79.765,0.005,100.0,CRITICAL,1556.183,1.0,1232.0,2,
16.175,79.95,0.005,100.0,CRITICAL,415.9253,0.0,470.4,1,
16.015,79.86,0.005,100.0,CRITICAL,415.9253,1.0,658.56,1,
15.97,79.975,0.005,100.0,CRITICAL,415.9253,1.0,658.56,1,
15.995,79.905,0.005,100.0,CRITICAL,3277.8872,1.0,2595.04,1,
16.035,80.075,0.005,100.0,CRITICAL,3277.8872,0.0,1853.6,1,
16.14,79.945,0.005,100.0,CRITICAL,3277.8872,0.0,1853.6,1,
16.065,80.015,0.005,100.0,CRITICAL,3277.8872,1.0,2595.04,1,
15.94,79.945,0.005,100.0,CRITICAL,3226.9576,1.0,2554.72,1,
15.88,80.025,0.005,100.0,CRITICAL,3226.9576,1.0,2554.72,1,
15.95,80.005,0.005,100.0,CRITICAL,3226.9576,0.0,1824.8,1,
15.925,80.015,0.005,100.0,CRITICAL,3226.9576,1.0,2554.72,1,
15.94,79.85,0.005,100.0,CRITICAL,8544.8593,0.0,4832.0,1,
15.975,79.785,0.005,100.0,CRITICAL,8544.8593,0.0,4832.0,1,
15.91,79.87,0.005,100.0,CRITICAL,8544.8593,0.0,4832.0,1,
15.855,79.9,0.005,100.0,CRITICAL,8544.8593,1.0,6764.8,1,
15.8,80.04,0.005,100.0,CRITICAL,8544.8593,1.0,6764.8,1,
21.395,79.5,0.005,1.2,SAFE,0.7074,0.0,0.8,1,
21.435,79.63,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
21.545,79.49,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
21.355,79.49,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
21.51,79.395,0.005,1.2,SAFE,1.4147,0.0,0.8,1,
21.43,79.655,0.005,1.68,SAFE,1.4147,1.0,1.12,1,
21.47,79.555,0.005,1.68,SAFE,1.4147,1.0,1.12,1,
21.38,79.57,0.005,1.68,SAFE,1.4147,1.0,1.12,1,
20.095,79.19,0.005,6.72,SAFE,2.8294,1.0,4.48,1,
19.9,79.25,0.005,4.8,SAFE,2.8294,0.0,3.2,1,
20.1,79.425,0.005,6.72,SAFE,2.8294,1.0,4.48,1,
20.215,79.22,0.005,6.72,SAFE,2.8294,1.0,4.48,1,
20.225,79.21,0.005,6.72,SAFE,2.8294,1.0,4.48,1,
20.0,79.305,0.005,45.36,MODERATE,19.0986,1.0,15.12,2,
20.13,79.275,0.005,6.72,SAFE,2.8294,1.0,4.48,1,
20.125,79.265,0.005,6.72,SAFE,2.8294,1.0,4.48,1,
20.115,79.335,0.005,8.4,SAFE,7.0736,1.0,5.6,1,
20.03,79.355,0.005,8.4,SAFE,7.0736,1.0,5.6,1,
20.115,79.17,0.005,8.4,SAFE,7.0736,1.0,5.6,1,
20.015,79.365,0.005,8.4,SAFE,7.0736,1.0,5.6,1,
20.165,79.37,0.005,8.4,SAFE,7.0736,1.0,5.6,1,
19.975,79.195,0.005,0.84,SAFE,0.7074,1.0,0.56,1,
20.04,79.415,0.005,0.6,SAFE,0.7074,0.0,0.4,1,
20.005,79.38,0.005,3.36,SAFE,2.8294,1.0,1.12,2,
19.94,79.21,0.005,0.6,SAFE,0.7074,0.0,0.4,1,
20.215,79.265,0.005,0.84,SAFE,0.7074,1.0,0.56,1,
20.025,79.175,0.005,80.88,CRITICAL,34.6604,0.9388,26.96,2,
20.23,79.19,0.005,3.6,SAFE,2.1221,0.0,2.4,1,
20.185,79.105,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
20.165,79.125,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
20.165,79.315,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
20.26,79.19,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
20.25,78.915,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
20.145,79.23,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
20.185,79.115,0.005,89.88,CRITICAL,73.565,1.0,29.96,2,
20.115,79.265,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
20.205,78.97,0.005,1.2,SAFE,1.4147,0.0,0.8,1,
20.285,79.13,0.005,1.2,SAFE,1.4147,0.0,0.8,1,
20.265,79.01,0.005,1.2,SAFE,1.4147,0.0,0.8,1,
20.24,79.09,0.005,1.2,SAFE,1.4147,0.0,0.8,1,
20.255,79.12,0.005,1.68,SAFE,1.4147,1.0,1.12,1,
19.635,78.565,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
19.71,78.74,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
19.855,78.82,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
19.77,78.57,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
19.715,79.83,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
19.81,79.95,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
19.835,79.775,0.005,1.2,SAFE,0.7074,0.0,0.8,1,
19.88,79.74,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
19.685,79.815,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
19.935,79.775,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
19.665,79.85,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
19.74,79.865,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
19.69,79.975,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
19.695,79.835,0.005,1.68,SAFE,1.4147,1.0,1.12,1,
19.765,79.9,0.005,1.68,SAFE,1.4147,1.0,1.12,1,
19.81,79.835,0.005,1.68,SAFE,1.4147,1.0,1.12,1,
19.96,79.71,0.005,1.68,SAFE,1.4147,1.0,1.12,1,
19.795,79.88,0.005,1.68,SAFE,1.4147,1.0,1.12,1,
20.235,78.12,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
20.12,78.215,0.005,3.6,SAFE,2.1221,0.0,2.4,1,
20.21,78.17,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
20.26,78.245,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
20.34,78.175,0.005,45.36,MODERATE,21.2207,1.0,10.08,3,
20.09,78.19,0.005,4.2,SAFE,3.5368,1.0,2.8,1,
20.15,78.21,0.005,4.2,SAFE,3.5368,1.0,2.8,1,
20.215,78.325,0.005,4.2,SAFE,3.5368,1.0,2.8,1,
20.32,78.24,0.005,4.2,SAFE,3.5368,1.0,2.8,1,
20.59,78.705,0.005,15.12,SAFE,6.3662,1.0,10.08,1,
20.55,78.855,0.005,15.12,SAFE,6.3662,1.0,10.08,1,
20.62,78.775,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
20.645,78.77,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
20.55,78.7,0.005,15.12,SAFE,6.3662,1.0,5.04,2,
20.605,78.805,0.005,5.88,SAFE,4.9515,1.0,3.92,1,
20.445,78.78,0.005,4.2,SAFE,4.9515,0.0,2.8,1,
20.515,78.645,0.005,57.96,MODERATE,27.5869,0.8205,19.32,2,
20.565,78.715,0.005,4.2,SAFE,4.9515,0.0,2.8,1,
20.455,78.77,0.005,5.88,SAFE,4.9515,1.0,3.92,1,
21.545,78.33,0.005,4.8,SAFE,2.8294,0.0,3.2,1,
21.605,78.4,0.005,4.8,SAFE,2.8294,0.0,3.2,1,
21.46,78.335,0.005,4.8,SAFE,2.8294,0.0,3.2,1,
21.415,78.235,0.005,15.12,SAFE,6.3662,1.0,10.08,1,
21.49,78.38,0.005,15.12,SAFE,6.3662,1.0,10.08,1,
21.535,78.255,0.005,15.12,SAFE,6.3662,1.0,10.08,1,
21.535,78.33,0.005,15.12,SAFE,6.3662,1.0,10.08,1,
21.47,78.345,0.005,10.92,SAFE,9.1956,1.0,7.28,1,
21.34,78.22,0.005,10.92,SAFE,9.1956,1.0,7.28,1,
21.575,78.285,0.005,10.92,SAFE,9.1956,1.0,7.28,1,
21.49,78.48,0.005,10.92,SAFE,9.1956,1.0,7.28,1,
21.37,78.39,0.005,0.6,SAFE,0.7074,0.0,0.4,1,
21.6,78.325,0.005,0.84,SAFE,0.7074,1.0,0.56,1,
21.465,78.305,0.005,0.84,SAFE,0.7074,1.0,0.56,1,
21.305,78.255,0.005,0.84,SAFE,0.7074,1.0,0.56,1,
19.96,79.285,0.005,3.6,SAFE,2.1221,0.0,2.4,1,
20.14,79.105,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
20.07,79.14,0.005,3.6,SAFE,2.1221,0.0,2.4,1,
19.995,79.15,0.005,5.04,SAFE,2.1221,1.0,3.36,1,
20.02,79.02,0.005,3.36,SAFE,1.4147,1.0,2.24,1,
20.035,79.235,0.005,3.36,SAFE,1.4147,1.0,2.24,1,
20.04,79.215,0.005,3.36,SAFE,1.4147,1.0,2.24,1,
20.09,79.16,0.005,4.2,SAFE,3.5368,1.0,2.8,1,
20.0,79.235,0.005,4.2,SAFE,3.5368,1.0,2.8,1,
20.015,79.16,0.005,4.2,SAFE,3.5368,1.0,2.8,1,
19.905,79.105,0.005,3.0,SAFE,3.5368,0.0,2.0,1,
21.29,78.565,0.005,13.44,SAFE,5.6588,1.0,8.96,1,
21.14,78.575,0.005,9.6,SAFE,5.6588,0.0,6.4,1,
21.05,78.555,0.005,9.6,SAFE,5.6588,0.0,6.4,1,
21.16,78.8,0.005,13.44,SAFE,5.6588,1.0,8.96,1,
21.28,78.66,0.005,8.4,SAFE,3.5368,1.0,5.6,1,
21.215,78.78,0.005,8.4,SAFE,3.5368,1.0,5.6,1,
21.235,78.64,0.005,6.0,SAFE,3.5368,0.0,4.0,1,
21.31,78.775,0.005,8.4,SAFE,3.5368,1.0,5.6,1,
21.095,78.665,0.005,6.72,SAFE,5.6588,1.0,4.48,1,
21.17,78.635,0.005,6.72,SAFE,5.6588,1.0,4.48,1,
21.13,78.725,0.005,6.72,SAFE,5.6588,1.0,4.48,1,
21.175,78.615,0.005,4.8,SAFE,5.6588,0.0,3.2,1,
21.185,78.66,0.005,6.72,SAFE,5.6588,1.0,4.48,1,
21.52,79.885,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
21.47,79.75,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
21.49,79.84,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
21.42,79.905,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
21.535,79.795,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
21.43,79.925,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
21.445,80.01,0.005,1.68,SAFE,0.7074,1.0,1.12,1,
21.435,80.04,0.005,1.2,SAFE,0.7074,0.0,0.8,1,
21.39,79.855,0.005,1.2,SAFE,0.7074,0.0,0.8,1,
21.5,79.82,0.005,1.2,SAFE,0.7074,0.0,0.8,1,
21.63,79.87,0.005,1.68,SAFE,1.4147,1.0,1.12,1,
21.535,79.84,0.005,1.2,SAFE,1.4147,0.0,0.8,1,
21.42,79.84,0.005,1.68,SAFE,1.4147,1.0,1.12,1,
21.525,79.91,0.005,1.68,SAFE,1.4147,1.0,1.12,1,
21.485,78.13,0.005,10.08,SAFE,4.2441,1.0,6.72,1,
21.44,78.075,0.005,10.08,SAFE,4.2441,1.0,6.72,1,
21.57,78.15,0.005,10.08,SAFE,4.2441,1.0,6.72,1,
21.505,78.04,0.005,7.2,SAFE,4.2441,0.0,4.8,1,
21.515,78.25,0.005,10.08,SAFE,4.2441,1.0,6.72,1,
21.39,78.035,0.005,10.08,SAFE,4.2441,1.0,6.72,1,
21.52,78.15,0.005,10.08,SAFE,4.2441,1.0,6.72,1,
21.55,78.105,0.005,10.08,SAFE,4.2441,1.0,6.72,1,
21.405,78.175,0.005,10.08,SAFE,4.2441,1.0,6.72,1,
21.445,78.235,0.005,13.44,SAFE,11.3177,1.0,8.96,1,
21.46,78.28,0.005,13.44,SAFE,11.3177,1.0,8.96,1,
21.505,78.005,0.005,26.4,SAFE,18.3913,0.3846,8.8,2,
21.4,78.035,0.005,13.44,SAFE,11.3177,1.0,8.96,1,
21.525,77.975,0.005,9.6,SAFE,11.3177,0.0,6.4,1,
21.57,78.2,0.005,0.6,SAFE,0.7074,0.0,0.4,1,
21.53,78.145,0.005,0.6,SAFE,0.7074,0.0,0.4,1,
21.455,78.035,0.005,0.6,SAFE,0.7074,0.0,0.4,1,
21.475,78.285,0.005,0.84,SAFE,0.7074,1.0,0.56,1,
21.59,78.11,0.005,0.6,SAFE,0.7074,0.0,0.4,1,
21.535,78.105,0.005,4.2,SAFE,3.5368,1.0,2.8,1,
21.495,78.11,0.005,4.2,SAFE,3.5368,1.0,2.8,1,
21.575,78.135,0.005,4.2,SAFE,3.5368,1.0,2.8,1,
21.66,78.09,0.005,3.0,SAFE,3.5368,0.0,2.0,1,
21.49,77.965,0.005,4.2,SAFE,3.5368,1.0,2.8,1,
20.365,78.635,0.005,3.36,SAFE,1.4147,1.0,2.24,1,
20.415,78.665,0.005,3.36,SAFE,1.4147,1.0,2.24,1,
20.27,78.575,0.005,3.36,SAFE,1.4147,1.0,2.24,1,
20.32,78.615,0.005,3.36,SAFE,1.4147,1.0,2.24,1,
20.15,78.645,0.005,2.4,SAFE,2.8294,0.0,1.6,1,
20.335,78.705,0.005,27.72,SAFE,23.3427,1.0,9.24,2,
20.195,78.52,0.005,3.36,SAFE,2.8294,1.0,2.24,1,
20.365,78.67,0.005,3.36,SAFE,2.8294,1.0,2.24,1,
20.235,78.085,0.005,62.16,HIGH,26.1722,1.0,20.72,2,
20.27,78.185,0.005,8.4,SAFE,3.5368,1.0,5.6,1,
20.35,78.29,0.005,8.4,SAFE,3.5368,1.0,5.6,1,
20.28,78.135,0.005,8.4,SAFE,3.5368,1.0,5.6,1,
20.24,78.31,0.005,6.72,SAFE,2.8294,1.0,4.48,1,
20.34,78.195,0.005,6.72,SAFE,2.8294,1.0,4.48,1,
20.385,78.185,0.005,6.72,SAFE,2.8294,1.0,4.48,1,
20.325,78.21,0.005,4.8,SAFE,2.8294,0.0,3.2,1,
20.24,78.115,0.005,4.2,SAFE,4.9515,0.0,2.8,1,
20.27,78.22,0.005,5.88,SAFE,4.9515,1.0,3.92,1,
20.335,78.175,0.005,4.2,SAFE,4.9515,0.0,2.8,1,
20.23,78.15,0.005,5.88,SAFE,4.9515,1.0,3.92,1,
20.12,78.21,0.005,4.2,SAFE,4.9515,0.0,2.8,1,
20.185,78.34,0.005,2.52,SAFE,2.1221,1.0,1.68,1,
20.305,78.32,0.005,2.52,SAFE,2.1221,1.0,1.68,1,
20.16,78.15,0.005,2.52,SAFE,2.1221,1.0,1.68,1,
